angle,heading,timestamp
39,140,2022-08-26 17:00
40,140,2022-08-26 17:00
39,140,2022-08-26 17:00
40,139,2022-08-26 17:00
40,138,2022-08-26 17:00
40,137,2022-08-26 17:00
39,136,2022-08-26 17:00
40,134,2022-08-26 17:00
40,132,2022-08-26 17:00
39,131,2022-08-26 17:00
39,131,2022-08-26 17:00
39,129,2022-08-26 17:00
40,127,2022-08-26 17:00
39,125,2022-08-26 17:00
39,125,2022-08-26 17:00
39,123,2022-08-26 17:00
39,121,2022-08-26 17:00
39,120,2022-08-26 17:00
39,120,2022-08-26 17:00
39,117,2022-08-26 17:00
39,116,2022-08-26 17:00
40,115,2022-08-26 17:00
40,114,2022-08-26 17:00
40,113,2022-08-26 17:00
38,111,2022-08-26 17:00
39,109,2022-08-26 17:00
40,108,2022-08-26 17:00
40,108,2022-08-26 17:00
39,107,2022-08-26 17:00
38,104,2022-08-26 17:00
39,102,2022-08-26 17:00
40,102,2022-08-26 17:00
40,100,2022-08-26 17:00
40,99,2022-08-26 17:00
39,97,2022-08-26 17:00
38,94,2022-08-26 17:00
39,93,2022-08-26 17:00
39,92,2022-08-26 17:00
39,90,2022-08-26 17:00
39,88,2022-08-26 17:00
39,86,2022-08-26 17:00
40,85,2022-08-26 17:00
39,84,2022-08-26 17:00
39,83,2022-08-26 17:00
38,82,2022-08-26 17:00
39,80,2022-08-26 17:00
40,78,2022-08-26 17:00
40,77,2022-08-26 17:00
39,77,2022-08-26 17:00
39,74,2022-08-26 17:00
39,73,2022-08-26 17:00
40,71,2022-08-26 17:00
39,71,2022-08-26 17:00
38,68,2022-08-26 17:00
38,66,2022-08-26 17:00
39,66,2022-08-26 17:00
39,65,2022-08-26 17:00
40,63,2022-08-26 17:00
40,63,2022-08-26 17:00
40,61,2022-08-26 17:00
38,61,2022-08-26 17:00
38,59,2022-08-26 17:00
39,57,2022-08-26 17:00
39,57,2022-08-26 17:00
38,56,2022-08-26 17:00
38,56,2022-08-26 17:00
38,54,2022-08-26 17:00
40,51,2022-08-26 17:00
40,50,2022-08-26 17:00
40,49,2022-08-26 17:00
38,48,2022-08-26 17:00
38,47,2022-08-26 17:00
38,46,2022-08-26 17:00
38,45,2022-08-26 17:00
39,44,2022-08-26 17:00
38,42,2022-08-26 17:00
39,41,2022-08-26 17:00
38,40,2022-08-26 17:00
39,39,2022-08-26 17:00
40,39,2022-08-26 17:00
38,39,2022-08-26 17:00
40,39,2022-08-26 17:00
38,38,2022-08-26 17:00
39,37,2022-08-26 17:00
38,36,2022-08-26 17:00
38,37,2022-08-26 17:00
40,36,2022-08-26 17:00
40,37,2022-08-26 17:00
41,36,2022-08-26 17:00
40,36,2022-08-26 17:00
39,35,2022-08-26 17:00
39,36,2022-08-26 17:00
39,37,2022-08-26 17:00
39,36,2022-08-26 17:00
39,36,2022-08-26 17:00
39,37,2022-08-26 17:00
39,37,2022-08-26 17:00
38,37,2022-08-26 17:00
38,39,2022-08-26 17:00
39,40,2022-08-26 17:00
38,41,2022-08-26 17:00
39,42,2022-08-26 17:00
38,42,2022-08-26 17:00
39,44,2022-08-26 17:00
38,46,2022-08-26 17:00
38,47,2022-08-26 17:00
38,47,2022-08-26 17:00
39,48,2022-08-26 17:00
39,50,2022-08-26 17:00
39,51,2022-08-26 17:00
38,53,2022-08-26 17:00
38,54,2022-08-26 17:00
38,56,2022-08-26 17:00
39,58,2022-08-26 17:00
39,58,2022-08-26 17:00
40,60,2022-08-26 17:00
39,60,2022-08-26 17:00
40,62,2022-08-26 17:00
39,64,2022-08-26 17:00
39,65,2022-08-26 17:00
39,66,2022-08-26 17:00
40,68,2022-08-26 17:00
40,69,2022-08-26 17:00
40,71,2022-08-26 17:00
39,72,2022-08-26 17:00
39,73,2022-08-26 17:00
39,75,2022-08-26 17:00
39,77,2022-08-26 17:00
38,77,2022-08-26 17:00
39,79,2022-08-26 17:00
39,80,2022-08-26 17:00
40,83,2022-08-26 17:00
40,84,2022-08-26 17:00
40,85,2022-08-26 17:00
39,87,2022-08-26 17:00
39,87,2022-08-26 17:00
39,89,2022-08-26 17:00
40,91,2022-08-26 17:01
40,91,2022-08-26 17:01
39,94,2022-08-26 17:01
39,95,2022-08-26 17:01
39,97,2022-08-26 17:01
39,99,2022-08-26 17:01
39,101,2022-08-26 17:01
39,102,2022-08-26 17:01
40,103,2022-08-26 17:01
40,104,2022-08-26 17:01
39,106,2022-08-26 17:01
39,107,2022-08-26 17:01
39,108,2022-08-26 17:01
39,110,2022-08-26 17:01
39,111,2022-08-26 17:01
40,111,2022-08-26 17:01
39,113,2022-08-26 17:01
39,115,2022-08-26 17:01
38,116,2022-08-26 17:01
39,117,2022-08-26 17:01
39,119,2022-08-26 17:01
39,120,2022-08-26 17:01
39,121,2022-08-26 17:01
39,122,2022-08-26 17:01
40,124,2022-08-26 17:01
40,126,2022-08-26 17:01
40,127,2022-08-26 17:01
39,129,2022-08-26 17:01
39,129,2022-08-26 17:01
40,131,2022-08-26 17:01
40,131,2022-08-26 17:01
40,132,2022-08-26 17:01
39,134,2022-08-26 17:01
39,135,2022-08-26 17:01
39,134,2022-08-26 17:01
40,136,2022-08-26 17:01
41,138,2022-08-26 17:01
40,138,2022-08-26 17:01
40,140,2022-08-26 17:01
40,142,2022-08-26 17:01
39,142,2022-08-26 17:01
38,142,2022-08-26 17:01
39,143,2022-08-26 17:01
39,142,2022-08-26 17:01
40,142,2022-08-26 17:01
40,141,2022-08-26 17:01
40,141,2022-08-26 17:01
39,140,2022-08-26 17:01
38,139,2022-08-26 17:01
38,138,2022-08-26 17:01
39,137,2022-08-26 17:01
40,136,2022-08-26 17:01
40,133,2022-08-26 17:01
40,131,2022-08-26 17:01
40,130,2022-08-26 17:01
40,129,2022-08-26 17:01
39,128,2022-08-26 17:01
39,126,2022-08-26 17:01
39,125,2022-08-26 17:01
40,123,2022-08-26 17:01
41,122,2022-08-26 17:01
40,120,2022-08-26 17:01
40,119,2022-08-26 17:01
40,117,2022-08-26 17:01
39,115,2022-08-26 17:01
39,114,2022-08-26 17:01
38,113,2022-08-26 17:01
39,111,2022-08-26 17:01
39,109,2022-08-26 17:01
40,108,2022-08-26 17:01
39,107,2022-08-26 17:01
40,105,2022-08-26 17:01
40,102,2022-08-26 17:01
40,102,2022-08-26 17:01
40,100,2022-08-26 17:01
39,98,2022-08-26 17:01
39,98,2022-08-26 17:01
39,97,2022-08-26 17:01
39,93,2022-08-26 17:01
40,92,2022-08-26 17:01
40,92,2022-08-26 17:01
41,90,2022-08-26 17:01
40,87,2022-08-26 17:01
41,86,2022-08-26 17:01
40,85,2022-08-26 17:01
40,84,2022-08-26 17:01
39,82,2022-08-26 17:01
39,79,2022-08-26 17:01
39,79,2022-08-26 17:01
40,78,2022-08-26 17:01
40,76,2022-08-26 17:01
40,75,2022-08-26 17:01
39,72,2022-08-26 17:01
39,71,2022-08-26 17:01
39,71,2022-08-26 17:01
39,69,2022-08-26 17:01
39,67,2022-08-26 17:01
38,65,2022-08-26 17:01
38,64,2022-08-26 17:01
38,62,2022-08-26 17:01
40,61,2022-08-26 17:01
40,60,2022-08-26 17:01
39,59,2022-08-26 17:01
39,57,2022-08-26 17:01
39,57,2022-08-26 17:01
39,57,2022-08-26 17:01
39,56,2022-08-26 17:01
39,52,2022-08-26 17:01
40,50,2022-08-26 17:01
40,51,2022-08-26 17:01
40,49,2022-08-26 17:01
39,48,2022-08-26 17:01
39,46,2022-08-26 17:01
39,45,2022-08-26 17:01
39,44,2022-08-26 17:01
40,43,2022-08-26 17:01
40,41,2022-08-26 17:01
39,41,2022-08-26 17:01
39,39,2022-08-26 17:01
40,39,2022-08-26 17:01
41,39,2022-08-26 17:01
39,38,2022-08-26 17:01
40,38,2022-08-26 17:01
39,38,2022-08-26 17:01
39,37,2022-08-26 17:01
38,37,2022-08-26 17:01
38,37,2022-08-26 17:01
38,37,2022-08-26 17:01
38,37,2022-08-26 17:01
38,38,2022-08-26 17:01
39,37,2022-08-26 17:01
40,37,2022-08-26 17:01
41,37,2022-08-26 17:01
39,37,2022-08-26 17:01
40,38,2022-08-26 17:01
39,37,2022-08-26 17:01
39,37,2022-08-26 17:01
38,37,2022-08-26 17:01
39,37,2022-08-26 17:01
38,37,2022-08-26 17:01
38,38,2022-08-26 17:01
38,40,2022-08-26 17:01
38,41,2022-08-26 17:01
38,41,2022-08-26 17:01
38,42,2022-08-26 17:01
38,43,2022-08-26 17:01
39,44,2022-08-26 17:01
39,45,2022-08-26 17:01
39,46,2022-08-26 17:01
39,47,2022-08-26 17:01
39,47,2022-08-26 17:01
39,50,2022-08-26 17:01
39,50,2022-08-26 17:01
39,51,2022-08-26 17:01
38,53,2022-08-26 17:01
37,54,2022-08-26 17:01
38,57,2022-08-26 17:01
39,58,2022-08-26 17:01
40,60,2022-08-26 17:01
39,60,2022-08-26 17:01
39,61,2022-08-26 17:01
40,61,2022-08-26 17:01
39,62,2022-08-26 17:01
39,64,2022-08-26 17:01
38,65,2022-08-26 17:01
38,66,2022-08-26 17:01
39,68,2022-08-26 17:01
39,70,2022-08-26 17:01
39,71,2022-08-26 17:01
38,71,2022-08-26 17:01
38,74,2022-08-26 17:01
39,75,2022-08-26 17:01
39,77,2022-08-26 17:01
39,77,2022-08-26 17:01
39,79,2022-08-26 17:01
40,81,2022-08-26 17:01
39,82,2022-08-26 17:01
38,84,2022-08-26 17:01
39,84,2022-08-26 17:01
40,86,2022-08-26 17:01
39,87,2022-08-26 17:01
39,89,2022-08-26 17:01
38,89,2022-08-26 17:01
38,91,2022-08-26 17:01
38,92,2022-08-26 17:01
38,93,2022-08-26 17:01
39,96,2022-08-26 17:01
39,98,2022-08-26 17:01
40,98,2022-08-26 17:01
40,101,2022-08-26 17:01
40,102,2022-08-26 17:01
40,103,2022-08-26 17:01
40,105,2022-08-26 17:01
40,106,2022-08-26 17:01
39,107,2022-08-26 17:01
39,109,2022-08-26 17:01
40,110,2022-08-26 17:01
40,111,2022-08-26 17:01
40,112,2022-08-26 17:01
40,113,2022-08-26 17:01
40,115,2022-08-26 17:01
40,116,2022-08-26 17:01
39,117,2022-08-26 17:01
38,118,2022-08-26 17:01
39,119,2022-08-26 17:01
39,121,2022-08-26 17:01
39,121,2022-08-26 17:01
38,124,2022-08-26 17:01
38,125,2022-08-26 17:01
39,126,2022-08-26 17:01
40,127,2022-08-26 17:01
40,128,2022-08-26 17:01
40,130,2022-08-26 17:01
40,131,2022-08-26 17:01
41,132,2022-08-26 17:01
41,133,2022-08-26 17:01
40,135,2022-08-26 17:01
40,135,2022-08-26 17:01
40,135,2022-08-26 17:01
40,137,2022-08-26 17:01
41,139,2022-08-26 17:01
40,138,2022-08-26 17:01
40,138,2022-08-26 17:01
40,137,2022-08-26 17:01
40,138,2022-08-26 17:01
39,138,2022-08-26 17:01
40,137,2022-08-26 17:01
40,136,2022-08-26 17:01
40,135,2022-08-26 17:01
39,134,2022-08-26 17:01
39,132,2022-08-26 17:01
38,131,2022-08-26 17:01
39,129,2022-08-26 17:01
39,128,2022-08-26 17:01
40,127,2022-08-26 17:01
41,125,2022-08-26 17:01
40,123,2022-08-26 17:01
39,122,2022-08-26 17:01
39,122,2022-08-26 17:01
40,120,2022-08-26 17:01
39,118,2022-08-26 17:01
40,117,2022-08-26 17:01
39,116,2022-08-26 17:01
39,115,2022-08-26 17:01
39,113,2022-08-26 17:01
40,111,2022-08-26 17:01
40,111,2022-08-26 17:01
40,109,2022-08-26 17:01
40,108,2022-08-26 17:01
40,108,2022-08-26 17:01
39,105,2022-08-26 17:01
40,104,2022-08-26 17:01
40,102,2022-08-26 17:01
39,101,2022-08-26 17:01
39,99,2022-08-26 17:01
39,99,2022-08-26 17:01
40,98,2022-08-26 17:01
40,95,2022-08-26 17:01
40,92,2022-08-26 17:01
40,92,2022-08-26 17:01
39,91,2022-08-26 17:01
40,89,2022-08-26 17:01
40,87,2022-08-26 17:01
40,86,2022-08-26 17:01
41,85,2022-08-26 17:01
41,83,2022-08-26 17:01
40,81,2022-08-26 17:01
39,80,2022-08-26 17:01
39,78,2022-08-26 17:01
40,77,2022-08-26 17:02
40,77,2022-08-26 17:02
40,73,2022-08-26 17:02
39,72,2022-08-26 17:02
38,72,2022-08-26 17:02
38,70,2022-08-26 17:02
38,69,2022-08-26 17:02
38,66,2022-08-26 17:02
38,66,2022-08-26 17:02
39,65,2022-08-26 17:02
39,64,2022-08-26 17:02
39,62,2022-08-26 17:02
39,61,2022-08-26 17:02
40,60,2022-08-26 17:02
41,59,2022-08-26 17:02
41,58,2022-08-26 17:02
41,56,2022-08-26 17:02
40,55,2022-08-26 17:02
39,52,2022-08-26 17:02
38,51,2022-08-26 17:02
38,51,2022-08-26 17:02
39,49,2022-08-26 17:02
40,48,2022-08-26 17:02
40,47,2022-08-26 17:02
40,46,2022-08-26 17:02
39,45,2022-08-26 17:02
39,44,2022-08-26 17:02
39,42,2022-08-26 17:02
38,42,2022-08-26 17:02
39,40,2022-08-26 17:02
39,39,2022-08-26 17:02
40,39,2022-08-26 17:02
38,39,2022-08-26 17:02
39,39,2022-08-26 17:02
38,39,2022-08-26 17:02
40,38,2022-08-26 17:02
39,37,2022-08-26 17:02
40,37,2022-08-26 17:02
40,36,2022-08-26 17:02
40,36,2022-08-26 17:02
38,35,2022-08-26 17:02
37,35,2022-08-26 17:02
35,35,2022-08-26 17:02
38,35,2022-08-26 17:02
39,35,2022-08-26 17:02
41,35,2022-08-26 17:02
41,35,2022-08-26 17:02
40,35,2022-08-26 17:02
40,35,2022-08-26 17:02
39,36,2022-08-26 17:02
40,36,2022-08-26 17:02
39,37,2022-08-26 17:02
40,37,2022-08-26 17:02
39,38,2022-08-26 17:02
39,39,2022-08-26 17:02
39,40,2022-08-26 17:02
39,40,2022-08-26 17:02
39,42,2022-08-26 17:02
39,43,2022-08-26 17:02
40,44,2022-08-26 17:02
39,45,2022-08-26 17:02
40,47,2022-08-26 17:02
39,48,2022-08-26 17:02
40,49,2022-08-26 17:02
39,50,2022-08-26 17:02
39,50,2022-08-26 17:02
39,53,2022-08-26 17:02
40,54,2022-08-26 17:02
40,57,2022-08-26 17:02
39,58,2022-08-26 17:02
38,59,2022-08-26 17:02
38,61,2022-08-26 17:02
38,62,2022-08-26 17:02
39,62,2022-08-26 17:02
38,63,2022-08-26 17:02
39,65,2022-08-26 17:02
40,66,2022-08-26 17:02
41,68,2022-08-26 17:02
39,69,2022-08-26 17:02
39,70,2022-08-26 17:02
39,72,2022-08-26 17:02
39,73,2022-08-26 17:02
39,75,2022-08-26 17:02
39,76,2022-08-26 17:02
40,77,2022-08-26 17:02
40,80,2022-08-26 17:02
39,81,2022-08-26 17:02
39,82,2022-08-26 17:02
39,83,2022-08-26 17:02
39,85,2022-08-26 17:02
39,86,2022-08-26 17:02
39,87,2022-08-26 17:02
38,88,2022-08-26 17:02
39,90,2022-08-26 17:02
39,92,2022-08-26 17:02
40,92,2022-08-26 17:02
39,93,2022-08-26 17:02
39,95,2022-08-26 17:02
38,97,2022-08-26 17:02
39,99,2022-08-26 17:02
39,99,2022-08-26 17:02
39,100,2022-08-26 17:02
40,103,2022-08-26 17:02
40,104,2022-08-26 17:02
40,105,2022-08-26 17:02
40,107,2022-08-26 17:02
40,108,2022-08-26 17:02
40,109,2022-08-26 17:02
39,111,2022-08-26 17:02
39,111,2022-08-26 17:02
38,112,2022-08-26 17:02
39,114,2022-08-26 17:02
39,115,2022-08-26 17:02
39,117,2022-08-26 17:02
39,118,2022-08-26 17:02
39,120,2022-08-26 17:02
40,121,2022-08-26 17:02
41,122,2022-08-26 17:02
40,123,2022-08-26 17:02
40,123,2022-08-26 17:02
39,125,2022-08-26 17:02
40,125,2022-08-26 17:02
40,125,2022-08-26 17:02
40,126,2022-08-26 17:02
40,125,2022-08-26 17:02
40,126,2022-08-26 17:02
40,128,2022-08-26 17:02
39,129,2022-08-26 17:02
38,130,2022-08-26 17:02
39,131,2022-08-26 17:02
40,131,2022-08-26 17:02
39,132,2022-08-26 17:02
40,132,2022-08-26 17:02
39,132,2022-08-26 17:02
40,132,2022-08-26 17:02
40,132,2022-08-26 17:02
40,132,2022-08-26 17:02
40,131,2022-08-26 17:02
40,130,2022-08-26 17:02
40,129,2022-08-26 17:02
39,128,2022-08-26 17:02
38,127,2022-08-26 17:02
39,126,2022-08-26 17:02
40,124,2022-08-26 17:02
40,123,2022-08-26 17:02
40,122,2022-08-26 17:02
40,120,2022-08-26 17:02
40,119,2022-08-26 17:02
40,116,2022-08-26 17:02
40,115,2022-08-26 17:02
40,114,2022-08-26 17:02
40,112,2022-08-26 17:02
40,111,2022-08-26 17:02
40,109,2022-08-26 17:02
40,108,2022-08-26 17:02
39,106,2022-08-26 17:02
40,106,2022-08-26 17:02
40,104,2022-08-26 17:02
40,102,2022-08-26 17:02
39,101,2022-08-26 17:02
40,99,2022-08-26 17:02
39,98,2022-08-26 17:02
39,95,2022-08-26 17:02
39,93,2022-08-26 17:02
39,93,2022-08-26 17:02
39,92,2022-08-26 17:02
40,90,2022-08-26 17:02
40,89,2022-08-26 17:02
40,87,2022-08-26 17:02
39,85,2022-08-26 17:02
39,84,2022-08-26 17:02
39,84,2022-08-26 17:02
40,83,2022-08-26 17:02
40,80,2022-08-26 17:02
40,79,2022-08-26 17:02
40,78,2022-08-26 17:02
40,77,2022-08-26 17:02
40,77,2022-08-26 17:02
39,74,2022-08-26 17:02
39,72,2022-08-26 17:02
40,72,2022-08-26 17:02
40,70,2022-08-26 17:02
40,68,2022-08-26 17:02
40,66,2022-08-26 17:02
40,66,2022-08-26 17:02
39,65,2022-08-26 17:02
38,64,2022-08-26 17:02
39,62,2022-08-26 17:02
39,62,2022-08-26 17:02
40,60,2022-08-26 17:02
40,59,2022-08-26 17:02
40,58,2022-08-26 17:02
40,58,2022-08-26 17:02
39,57,2022-08-26 17:02
39,55,2022-08-26 17:02
38,52,2022-08-26 17:02
38,51,2022-08-26 17:02
38,51,2022-08-26 17:02
39,50,2022-08-26 17:02
40,48,2022-08-26 17:02
40,47,2022-08-26 17:02
40,45,2022-08-26 17:02
40,44,2022-08-26 17:02
40,44,2022-08-26 17:02
39,42,2022-08-26 17:02
39,41,2022-08-26 17:02
39,40,2022-08-26 17:02
39,40,2022-08-26 17:02
38,40,2022-08-26 17:02
38,39,2022-08-26 17:02
39,39,2022-08-26 17:02
39,38,2022-08-26 17:02
41,38,2022-08-26 17:02
40,37,2022-08-26 17:02
39,36,2022-08-26 17:02
39,36,2022-08-26 17:02
40,36,2022-08-26 17:02
39,36,2022-08-26 17:02
39,35,2022-08-26 17:02
38,35,2022-08-26 17:02
40,35,2022-08-26 17:02
40,36,2022-08-26 17:02
40,36,2022-08-26 17:02
38,35,2022-08-26 17:02
39,35,2022-08-26 17:02
37,36,2022-08-26 17:02
38,35,2022-08-26 17:02
37,36,2022-08-26 17:02
37,36,2022-08-26 17:02
38,36,2022-08-26 17:02
38,36,2022-08-26 17:02
38,36,2022-08-26 17:02
38,37,2022-08-26 17:02
38,38,2022-08-26 17:02
38,39,2022-08-26 17:02
39,40,2022-08-26 17:02
39,41,2022-08-26 17:02
39,42,2022-08-26 17:02
38,43,2022-08-26 17:02
39,44,2022-08-26 17:02
39,45,2022-08-26 17:02
40,46,2022-08-26 17:02
40,47,2022-08-26 17:02
40,48,2022-08-26 17:02
39,48,2022-08-26 17:02
39,50,2022-08-26 17:02
40,51,2022-08-26 17:02
39,53,2022-08-26 17:02
39,54,2022-08-26 17:02
39,56,2022-08-26 17:02
39,57,2022-08-26 17:02
40,57,2022-08-26 17:02
40,60,2022-08-26 17:02
40,62,2022-08-26 17:02
39,62,2022-08-26 17:02
39,62,2022-08-26 17:02
39,65,2022-08-26 17:02
39,65,2022-08-26 17:02
39,67,2022-08-26 17:02
39,69,2022-08-26 17:02
39,70,2022-08-26 17:02
39,72,2022-08-26 17:02
38,73,2022-08-26 17:02
39,74,2022-08-26 17:02
39,76,2022-08-26 17:02
39,77,2022-08-26 17:02
39,79,2022-08-26 17:02
39,81,2022-08-26 17:02
39,81,2022-08-26 17:03
39,83,2022-08-26 17:03
38,85,2022-08-26 17:03
39,86,2022-08-26 17:03
38,87,2022-08-26 17:03
39,88,2022-08-26 17:03
39,90,2022-08-26 17:03
40,92,2022-08-26 17:03
39,92,2022-08-26 17:03
39,93,2022-08-26 17:03
38,96,2022-08-26 17:03
38,98,2022-08-26 17:03
38,99,2022-08-26 17:03
38,101,2022-08-26 17:03
39,102,2022-08-26 17:03
40,103,2022-08-26 17:03
40,105,2022-08-26 17:03
40,106,2022-08-26 17:03
39,107,2022-08-26 17:03
40,108,2022-08-26 17:03
39,109,2022-08-26 17:03
39,110,2022-08-26 17:03
39,111,2022-08-26 17:03
39,114,2022-08-26 17:03
39,114,2022-08-26 17:03
39,116,2022-08-26 17:03
40,117,2022-08-26 17:03
40,118,2022-08-26 17:03
40,121,2022-08-26 17:03
41,121,2022-08-26 17:03
41,122,2022-08-26 17:03
40,123,2022-08-26 17:03
39,125,2022-08-26 17:03
39,127,2022-08-26 17:03
39,128,2022-08-26 17:03
40,128,2022-08-26 17:03
40,129,2022-08-26 17:03
41,132,2022-08-26 17:03
41,132,2022-08-26 17:03
41,133,2022-08-26 17:03
41,134,2022-08-26 17:03
39,135,2022-08-26 17:03
38,135,2022-08-26 17:03
38,137,2022-08-26 17:03
39,136,2022-08-26 17:03
39,137,2022-08-26 17:03
40,137,2022-08-26 17:03
39,136,2022-08-26 17:03
39,136,2022-08-26 17:03
39,136,2022-08-26 17:03
40,135,2022-08-26 17:03
40,134,2022-08-26 17:03
40,132,2022-08-26 17:03
40,132,2022-08-26 17:03
39,130,2022-08-26 17:03
39,129,2022-08-26 17:03
39,127,2022-08-26 17:03
40,126,2022-08-26 17:03
39,124,2022-08-26 17:03
39,122,2022-08-26 17:03
39,121,2022-08-26 17:03
40,120,2022-08-26 17:03
41,119,2022-08-26 17:03
41,118,2022-08-26 17:03
41,116,2022-08-26 17:03
40,114,2022-08-26 17:03
40,113,2022-08-26 17:03
40,112,2022-08-26 17:03
40,110,2022-08-26 17:03
40,109,2022-08-26 17:03
40,107,2022-08-26 17:03
39,107,2022-08-26 17:03
39,106,2022-08-26 17:03
38,103,2022-08-26 17:03
39,101,2022-08-26 17:03
39,100,2022-08-26 17:03
39,99,2022-08-26 17:03
