angle,heading,timestamp
40,128,2022-8-26 4:59:01 PM
40,128,2022-8-26 4:59:01 PM
40,128,2022-8-26 4:59:01 PM
40,128,2022-8-26 4:59:02 PM
40,128,2022-8-26 4:59:02 PM
40,128,2022-8-26 4:59:02 PM
40,127,2022-8-26 4:59:02 PM
40,128,2022-8-26 4:59:03 PM
40,128,2022-8-26 4:59:03 PM
40,128,2022-8-26 4:59:03 PM
40,128,2022-8-26 4:59:03 PM
40,128,2022-8-26 4:59:03 PM
40,128,2022-8-26 4:59:04 PM
40,128,2022-8-26 4:59:04 PM
40,128,2022-8-26 4:59:04 PM
40,128,2022-8-26 4:59:04 PM
40,128,2022-8-26 4:59:05 PM
40,128,2022-8-26 4:59:05 PM
40,128,2022-8-26 4:59:05 PM
40,128,2022-8-26 4:59:05 PM
40,128,2022-8-26 4:59:05 PM
40,128,2022-8-26 4:59:06 PM
40,128,2022-8-26 4:59:06 PM
40,128,2022-8-26 4:59:06 PM
40,127,2022-8-26 4:59:06 PM
40,128,2022-8-26 4:59:07 PM
40,127,2022-8-26 4:59:07 PM
40,128,2022-8-26 4:59:07 PM
40,128,2022-8-26 4:59:07 PM
40,128,2022-8-26 4:59:07 PM
40,128,2022-8-26 4:59:08 PM
40,127,2022-8-26 4:59:08 PM
39,128,2022-8-26 4:59:08 PM
39,127,2022-8-26 4:59:08 PM
39,128,2022-8-26 4:59:09 PM
40,128,2022-8-26 4:59:09 PM
40,128,2022-8-26 4:59:09 PM
40,127,2022-8-26 4:59:09 PM
40,128,2022-8-26 4:59:09 PM
40,128,2022-8-26 4:59:10 PM
40,128,2022-8-26 4:59:10 PM
40,129,2022-8-26 4:59:10 PM
40,128,2022-8-26 4:59:10 PM
40,128,2022-8-26 4:59:11 PM
40,128,2022-8-26 4:59:11 PM
40,128,2022-8-26 4:59:11 PM
40,128,2022-8-26 4:59:11 PM
40,128,2022-8-26 4:59:11 PM
39,128,2022-8-26 4:59:12 PM
39,128,2022-8-26 4:59:12 PM
39,127,2022-8-26 4:59:12 PM
40,128,2022-8-26 4:59:12 PM
40,128,2022-8-26 4:59:13 PM
40,127,2022-8-26 4:59:13 PM
40,128,2022-8-26 4:59:13 PM
40,128,2022-8-26 4:59:13 PM
40,128,2022-8-26 4:59:13 PM
40,128,2022-8-26 4:59:14 PM
40,128,2022-8-26 4:59:14 PM
40,127,2022-8-26 4:59:14 PM
40,128,2022-8-26 4:59:14 PM
40,128,2022-8-26 4:59:15 PM
40,127,2022-8-26 4:59:15 PM
40,128,2022-8-26 4:59:15 PM
40,128,2022-8-26 4:59:15 PM
40,128,2022-8-26 4:59:16 PM
40,128,2022-8-26 4:59:16 PM
40,128,2022-8-26 4:59:16 PM
40,128,2022-8-26 4:59:16 PM
40,128,2022-8-26 4:59:16 PM
40,128,2022-8-26 4:59:17 PM
40,128,2022-8-26 4:59:17 PM
40,128,2022-8-26 4:59:17 PM
40,129,2022-8-26 4:59:17 PM
40,128,2022-8-26 4:59:18 PM
40,128,2022-8-26 4:59:18 PM
40,127,2022-8-26 4:59:18 PM
40,127,2022-8-26 4:59:18 PM
40,128,2022-8-26 4:59:18 PM
40,128,2022-8-26 4:59:19 PM
40,128,2022-8-26 4:59:19 PM
40,127,2022-8-26 4:59:19 PM
40,128,2022-8-26 4:59:19 PM
40,127,2022-8-26 4:59:20 PM
40,128,2022-8-26 4:59:20 PM
40,128,2022-8-26 4:59:20 PM
40,127,2022-8-26 4:59:20 PM
40,128,2022-8-26 4:59:20 PM
40,128,2022-8-26 4:59:21 PM
40,128,2022-8-26 4:59:21 PM
40,128,2022-8-26 4:59:21 PM
40,128,2022-8-26 4:59:21 PM
40,128,2022-8-26 4:59:22 PM
40,128,2022-8-26 4:59:22 PM
40,128,2022-8-26 4:59:22 PM
40,128,2022-8-26 4:59:22 PM
40,128,2022-8-26 4:59:22 PM
40,128,2022-8-26 4:59:23 PM
40,128,2022-8-26 4:59:23 PM
40,128,2022-8-26 4:59:23 PM
40,129,2022-8-26 4:59:23 PM
40,127,2022-8-26 4:59:24 PM
40,128,2022-8-26 4:59:24 PM
40,128,2022-8-26 4:59:24 PM
40,128,2022-8-26 4:59:24 PM
40,127,2022-8-26 4:59:24 PM
40,128,2022-8-26 4:59:25 PM
40,128,2022-8-26 4:59:25 PM
40,128,2022-8-26 4:59:25 PM
40,128,2022-8-26 4:59:25 PM
40,128,2022-8-26 4:59:26 PM
40,128,2022-8-26 4:59:26 PM
40,127,2022-8-26 4:59:26 PM
40,128,2022-8-26 4:59:26 PM
40,128,2022-8-26 4:59:26 PM
40,128,2022-8-26 4:59:27 PM
40,128,2022-8-26 4:59:27 PM
40,128,2022-8-26 4:59:27 PM
40,128,2022-8-26 4:59:27 PM
40,128,2022-8-26 4:59:28 PM
40,128,2022-8-26 4:59:28 PM
40,128,2022-8-26 4:59:28 PM
40,128,2022-8-26 4:59:28 PM
40,128,2022-8-26 4:59:28 PM
40,128,2022-8-26 4:59:29 PM
40,128,2022-8-26 4:59:29 PM
40,127,2022-8-26 4:59:29 PM
40,128,2022-8-26 4:59:29 PM
40,128,2022-8-26 4:59:30 PM
40,128,2022-8-26 4:59:30 PM
40,128,2022-8-26 4:59:30 PM
40,128,2022-8-26 4:59:30 PM
40,128,2022-8-26 4:59:30 PM
40,128,2022-8-26 4:59:31 PM
40,128,2022-8-26 4:59:31 PM
40,128,2022-8-26 4:59:31 PM
40,128,2022-8-26 4:59:31 PM
40,128,2022-8-26 4:59:32 PM
40,128,2022-8-26 4:59:32 PM
40,127,2022-8-26 4:59:32 PM
40,128,2022-8-26 4:59:32 PM
40,128,2022-8-26 4:59:32 PM
40,129,2022-8-26 4:59:33 PM
40,128,2022-8-26 4:59:33 PM
40,129,2022-8-26 4:59:33 PM
40,128,2022-8-26 4:59:33 PM
40,128,2022-8-26 4:59:34 PM
40,128,2022-8-26 4:59:34 PM
40,128,2022-8-26 4:59:34 PM
40,128,2022-8-26 4:59:34 PM
40,128,2022-8-26 4:59:34 PM
40,128,2022-8-26 4:59:35 PM
40,128,2022-8-26 4:59:35 PM
40,128,2022-8-26 4:59:35 PM
40,128,2022-8-26 4:59:35 PM
40,128,2022-8-26 4:59:36 PM
39,128,2022-8-26 4:59:36 PM
39,128,2022-8-26 4:59:36 PM
39,128,2022-8-26 4:59:36 PM
40,128,2022-8-26 4:59:36 PM
40,128,2022-8-26 4:59:37 PM
40,127,2022-8-26 4:59:37 PM
40,128,2022-8-26 4:59:37 PM
40,128,2022-8-26 4:59:37 PM
40,129,2022-8-26 4:59:38 PM
40,128,2022-8-26 4:59:38 PM
40,128,2022-8-26 4:59:38 PM
40,128,2022-8-26 4:59:38 PM
40,128,2022-8-26 4:59:39 PM
40,128,2022-8-26 4:59:39 PM
40,128,2022-8-26 4:59:39 PM
40,128,2022-8-26 4:59:39 PM
40,128,2022-8-26 4:59:39 PM
40,128,2022-8-26 4:59:40 PM
39,128,2022-8-26 4:59:40 PM
39,128,2022-8-26 4:59:40 PM
39,128,2022-8-26 4:59:40 PM
40,128,2022-8-26 4:59:41 PM
40,128,2022-8-26 4:59:41 PM
40,128,2022-8-26 4:59:41 PM
40,128,2022-8-26 4:59:41 PM
40,128,2022-8-26 4:59:41 PM
40,128,2022-8-26 4:59:42 PM
40,128,2022-8-26 4:59:42 PM
40,128,2022-8-26 4:59:42 PM
40,128,2022-8-26 4:59:42 PM
40,128,2022-8-26 4:59:43 PM
40,128,2022-8-26 4:59:43 PM
40,128,2022-8-26 4:59:43 PM
40,128,2022-8-26 4:59:43 PM
40,128,2022-8-26 4:59:43 PM
40,128,2022-8-26 4:59:44 PM
40,128,2022-8-26 4:59:44 PM
40,128,2022-8-26 4:59:44 PM
40,128,2022-8-26 4:59:44 PM
40,128,2022-8-26 4:59:45 PM
40,128,2022-8-26 4:59:45 PM
40,128,2022-8-26 4:59:45 PM
40,128,2022-8-26 4:59:45 PM
40,128,2022-8-26 4:59:45 PM
40,128,2022-8-26 4:59:46 PM
40,127,2022-8-26 4:59:46 PM
40,128,2022-8-26 4:59:46 PM
40,128,2022-8-26 4:59:46 PM
40,128,2022-8-26 4:59:47 PM
40,128,2022-8-26 4:59:47 PM
40,127,2022-8-26 4:59:47 PM
40,128,2022-8-26 4:59:47 PM
40,127,2022-8-26 4:59:47 PM
40,127,2022-8-26 4:59:48 PM
40,128,2022-8-26 4:59:48 PM
40,128,2022-8-26 4:59:48 PM
39,128,2022-8-26 4:59:48 PM
39,128,2022-8-26 4:59:49 PM
39,128,2022-8-26 4:59:49 PM
40,128,2022-8-26 4:59:49 PM
39,127,2022-8-26 4:59:49 PM
40,126,2022-8-26 4:59:49 PM
39,125,2022-8-26 4:59:50 PM
40,124,2022-8-26 4:59:50 PM
39,121,2022-8-26 4:59:50 PM
39,121,2022-8-26 4:59:50 PM
38,119,2022-8-26 4:59:51 PM
39,118,2022-8-26 4:59:51 PM
40,116,2022-8-26 4:59:51 PM
40,115,2022-8-26 4:59:51 PM
39,113,2022-8-26 4:59:51 PM
39,112,2022-8-26 4:59:52 PM
40,110,2022-8-26 4:59:52 PM
41,109,2022-8-26 4:59:52 PM
40,109,2022-8-26 4:59:52 PM
40,108,2022-8-26 4:59:53 PM
39,107,2022-8-26 4:59:53 PM
40,105,2022-8-26 4:59:53 PM
39,103,2022-8-26 4:59:53 PM
39,102,2022-8-26 4:59:53 PM
38,100,2022-8-26 4:59:54 PM
38,98,2022-8-26 4:59:54 PM
38,96,2022-8-26 4:59:54 PM
39,94,2022-8-26 4:59:54 PM
40,93,2022-8-26 4:59:55 PM
41,93,2022-8-26 4:59:55 PM
40,90,2022-8-26 4:59:55 PM
40,88,2022-8-26 4:59:55 PM
39,88,2022-8-26 4:59:55 PM
38,85,2022-8-26 4:59:56 PM
37,84,2022-8-26 4:59:56 PM
38,83,2022-8-26 4:59:56 PM
38,81,2022-8-26 4:59:56 PM
39,80,2022-8-26 4:59:57 PM
38,78,2022-8-26 4:59:57 PM
39,77,2022-8-26 4:59:57 PM
38,76,2022-8-26 4:59:57 PM
39,74,2022-8-26 4:59:57 PM
39,73,2022-8-26 4:59:58 PM
40,72,2022-8-26 4:59:58 PM
40,71,2022-8-26 4:59:58 PM
39,69,2022-8-26 4:59:58 PM
40,67,2022-8-26 4:59:59 PM
39,66,2022-8-26 4:59:59 PM
39,66,2022-8-26 4:59:59 PM
39,64,2022-8-26 4:59:59 PM
39,62,2022-8-26 5:00:00 PM
39,62,2022-8-26 5:00:00 PM
39,61,2022-8-26 5:00:00 PM
38,60,2022-8-26 5:00:00 PM
39,57,2022-8-26 5:00:00 PM
38,57,2022-8-26 5:00:01 PM
38,57,2022-8-26 5:00:01 PM
38,57,2022-8-26 5:00:01 PM
38,56,2022-8-26 5:00:01 PM
39,53,2022-8-26 5:00:02 PM
39,50,2022-8-26 5:00:02 PM
40,49,2022-8-26 5:00:02 PM
40,50,2022-8-26 5:00:02 PM
40,48,2022-8-26 5:00:02 PM
40,47,2022-8-26 5:00:03 PM
39,47,2022-8-26 5:00:03 PM
39,45,2022-8-26 5:00:03 PM
39,44,2022-8-26 5:00:03 PM
39,42,2022-8-26 5:00:04 PM
40,41,2022-8-26 5:00:04 PM
39,40,2022-8-26 5:00:04 PM
39,40,2022-8-26 5:00:04 PM
37,40,2022-8-26 5:00:04 PM
38,39,2022-8-26 5:00:05 PM
38,39,2022-8-26 5:00:05 PM
39,38,2022-8-26 5:00:05 PM
39,38,2022-8-26 5:00:05 PM
38,37,2022-8-26 5:00:06 PM
39,37,2022-8-26 5:00:06 PM
39,37,2022-8-26 5:00:06 PM
39,37,2022-8-26 5:00:06 PM
39,37,2022-8-26 5:00:06 PM
40,37,2022-8-26 5:00:07 PM
40,37,2022-8-26 5:00:07 PM
40,36,2022-8-26 5:00:07 PM
39,36,2022-8-26 5:00:07 PM
40,36,2022-8-26 5:00:08 PM
39,35,2022-8-26 5:00:08 PM
40,35,2022-8-26 5:00:08 PM
40,36,2022-8-26 5:00:08 PM
39,35,2022-8-26 5:00:08 PM
39,35,2022-8-26 5:00:09 PM
38,36,2022-8-26 5:00:09 PM
39,35,2022-8-26 5:00:09 PM
38,36,2022-8-26 5:00:09 PM
39,36,2022-8-26 5:00:10 PM
38,36,2022-8-26 5:00:10 PM
39,35,2022-8-26 5:00:10 PM
38,35,2022-8-26 5:00:10 PM
38,37,2022-8-26 5:00:10 PM
38,38,2022-8-26 5:00:11 PM
39,38,2022-8-26 5:00:11 PM
40,40,2022-8-26 5:00:11 PM
40,41,2022-8-26 5:00:11 PM
41,41,2022-8-26 5:00:12 PM
40,42,2022-8-26 5:00:12 PM
39,43,2022-8-26 5:00:12 PM
38,45,2022-8-26 5:00:12 PM
39,46,2022-8-26 5:00:12 PM
38,47,2022-8-26 5:00:13 PM
38,48,2022-8-26 5:00:13 PM
39,50,2022-8-26 5:00:13 PM
41,51,2022-8-26 5:00:13 PM
40,52,2022-8-26 5:00:14 PM
39,54,2022-8-26 5:00:14 PM
38,56,2022-8-26 5:00:14 PM
39,58,2022-8-26 5:00:14 PM
39,59,2022-8-26 5:00:14 PM
40,60,2022-8-26 5:00:15 PM
39,60,2022-8-26 5:00:15 PM
38,61,2022-8-26 5:00:15 PM
38,64,2022-8-26 5:00:15 PM
38,64,2022-8-26 5:00:16 PM
39,65,2022-8-26 5:00:16 PM
39,67,2022-8-26 5:00:16 PM
39,69,2022-8-26 5:00:16 PM
39,71,2022-8-26 5:00:16 PM
38,72,2022-8-26 5:00:17 PM
39,72,2022-8-26 5:00:17 PM
39,74,2022-8-26 5:00:17 PM
40,76,2022-8-26 5:00:17 PM
39,76,2022-8-26 5:00:18 PM
39,78,2022-8-26 5:00:18 PM
39,80,2022-8-26 5:00:18 PM
40,82,2022-8-26 5:00:18 PM
40,83,2022-8-26 5:00:18 PM
39,85,2022-8-26 5:00:19 PM
38,86,2022-8-26 5:00:19 PM
39,86,2022-8-26 5:00:19 PM
39,88,2022-8-26 5:00:19 PM
40,91,2022-8-26 5:00:20 PM
39,92,2022-8-26 5:00:20 PM
39,93,2022-8-26 5:00:20 PM
39,93,2022-8-26 5:00:20 PM
39,96,2022-8-26 5:00:20 PM
40,98,2022-8-26 5:00:21 PM
40,100,2022-8-26 5:00:21 PM
39,100,2022-8-26 5:00:21 PM
39,102,2022-8-26 5:00:21 PM
39,103,2022-8-26 5:00:22 PM
40,105,2022-8-26 5:00:22 PM
39,106,2022-8-26 5:00:22 PM
38,107,2022-8-26 5:00:22 PM
39,109,2022-8-26 5:00:23 PM
39,111,2022-8-26 5:00:23 PM
40,111,2022-8-26 5:00:23 PM
39,112,2022-8-26 5:00:23 PM
39,114,2022-8-26 5:00:23 PM
38,116,2022-8-26 5:00:24 PM
39,117,2022-8-26 5:00:24 PM
40,118,2022-8-26 5:00:24 PM
40,119,2022-8-26 5:00:24 PM
39,121,2022-8-26 5:00:25 PM
38,122,2022-8-26 5:00:25 PM
38,123,2022-8-26 5:00:25 PM
38,124,2022-8-26 5:00:25 PM
39,126,2022-8-26 5:00:25 PM
39,128,2022-8-26 5:00:26 PM
40,128,2022-8-26 5:00:26 PM
40,129,2022-8-26 5:00:26 PM
40,131,2022-8-26 5:00:26 PM
39,132,2022-8-26 5:00:27 PM
39,133,2022-8-26 5:00:27 PM
40,134,2022-8-26 5:00:27 PM
40,134,2022-8-26 5:00:27 PM
40,136,2022-8-26 5:00:27 PM
40,138,2022-8-26 5:00:28 PM
40,140,2022-8-26 5:00:28 PM
39,140,2022-8-26 5:00:28 PM
39,140,2022-8-26 5:00:28 PM
39,140,2022-8-26 5:00:29 PM
40,140,2022-8-26 5:00:29 PM
39,140,2022-8-26 5:00:29 PM
40,140,2022-8-26 5:00:29 PM
39,140,2022-8-26 5:00:29 PM
40,139,2022-8-26 5:00:30 PM
40,138,2022-8-26 5:00:30 PM
40,137,2022-8-26 5:00:30 PM
39,136,2022-8-26 5:00:30 PM
40,134,2022-8-26 5:00:31 PM
40,132,2022-8-26 5:00:31 PM
39,131,2022-8-26 5:00:31 PM
39,131,2022-8-26 5:00:31 PM
39,129,2022-8-26 5:00:31 PM
40,127,2022-8-26 5:00:32 PM
39,125,2022-8-26 5:00:32 PM
39,125,2022-8-26 5:00:32 PM
39,123,2022-8-26 5:00:32 PM
39,121,2022-8-26 5:00:33 PM
39,120,2022-8-26 5:00:33 PM
